"id","educ","majorcol","rincome","race","sex"
2164,11,NA,NA,1,2
2165,6,NA,NA,1,1
2166,11,NA,12,1,1
2167,16,NA,3,1,2
2168,15,NA,11,1,1
2169,11,NA,NA,1,2
2170,12,NA,9,1,1
2171,13,NA,12,1,1
2172,16,NA,NA,1,2
2173,12,NA,NA,1,2
2174,8,NA,1,1,1
2175,12,NA,NA,2,1
2176,14,29,12,1,2
2177,12,NA,11,1,2
2178,12,NA,NA,1,2
2179,11,NA,9,1,1
2180,14,NA,NA,1,1
2181,14,NA,12,1,2
2182,12,NA,2,3,2
2183,16,36,NA,1,2
2184,12,NA,12,1,2
2185,12,NA,1,1,2
2186,13,NA,12,1,1
2187,13,NA,12,1,2
2188,19,16,12,1,2
2189,19,NA,12,1,2
2190,18,NA,NA,1,1
2191,17,NA,NA,1,1
2192,16,42,12,1,2
2193,18,NA,12,1,1
2194,12,NA,NA,2,2
2195,12,NA,NA,1,2
2196,18,NA,12,1,1
2197,20,17,9,1,1
2198,14,NA,NA,1,2
2199,12,NA,12,1,1
2200,14,NA,12,1,1
2201,13,NA,NA,1,2
2202,16,NA,5,1,2
2203,12,NA,NA,1,2
2204,12,NA,NA,1,2
2205,19,33,12,1,1
2206,12,NA,NA,1,1
2207,13,NA,NA,1,2
2208,12,NA,NA,1,2
2209,10,NA,11,1,2
2210,12,NA,NA,1,2
2211,17,NA,NA,1,2
2212,12,NA,9,3,1
2213,15,16,NA,2,2
2214,12,NA,11,1,1
2215,12,NA,NA,2,1
2216,14,9,NA,2,1
2217,12,NA,NA,3,2
2218,10,NA,6,1,1
2219,12,NA,2,2,2
2220,12,NA,NA,1,1
2221,14,NA,6,2,2
2222,12,NA,12,3,1
2223,13,NA,NA,1,1
2224,12,NA,11,3,1
2225,14,NA,3,1,2
2226,17,NA,NA,1,1
2227,12,NA,NA,1,1
2228,12,NA,NA,1,1
2229,13,NA,NA,3,1
2230,12,NA,12,1,1
2231,15,NA,12,1,1
2232,13,NA,9,2,2
2233,12,NA,NA,1,2
2234,16,41,12,1,1
2235,10,NA,NA,2,1
2236,11,NA,NA,2,2
2237,14,NA,NA,3,2
2238,11,NA,NA,1,1
2239,10,NA,NA,2,1
2240,16,NA,12,1,1
2241,12,NA,12,2,1
2242,15,NA,NA,1,2
2243,17,NA,NA,1,2
2244,12,NA,12,1,1
2245,12,NA,NA,1,2
2246,14,58,6,2,1
2247,12,NA,2,2,2
2248,12,NA,8,2,2
2249,12,NA,3,2,1
2250,12,NA,NA,2,1
2251,12,NA,12,2,1
2252,12,NA,NA,1,2
2253,15,NA,NA,2,1
2254,9,NA,NA,3,2
2255,7,NA,9,2,2
2256,7,NA,NA,2,2
2257,12,NA,NA,2,2
2258,10,NA,NA,2,2
2259,12,NA,11,2,1
2260,16,NA,NA,2,2
2261,14,36,NA,1,2
2262,12,NA,NA,1,1
2263,16,NA,12,1,1
2264,12,NA,10,1,2
2265,11,NA,12,1,1
2266,10,NA,NA,1,1
2267,13,NA,NA,1,1
2268,14,36,12,1,2
2269,14,NA,NA,1,2
2270,8,NA,NA,1,2
2271,12,NA,NA,1,1
2272,12,NA,11,1,2
2273,13,NA,NA,1,2
2274,12,NA,12,1,1
2275,10,NA,12,3,1
2276,11,NA,10,3,2
2277,12,NA,12,1,2
2278,11,NA,4,1,1
2279,20,34,NA,1,1
2280,14,NA,6,1,2
2281,16,36,11,2,2
2282,11,NA,10,2,1
2283,12,NA,10,1,1
2284,16,NA,12,1,1
2285,10,NA,NA,2,2
2286,11,NA,NA,3,1
2287,10,NA,5,1,2
2288,11,NA,9,2,2
2289,6,NA,NA,3,1
2290,14,NA,3,1,2
2291,10,NA,NA,1,1
2292,12,NA,12,3,1
2293,12,NA,NA,1,1
2294,12,NA,NA,1,2
2295,13,NA,10,2,2
2296,12,NA,10,1,1
2297,10,NA,NA,1,2
2298,12,NA,12,1,1
2299,10,NA,2,1,2
2300,17,33,NA,1,1
2301,14,NA,12,1,2
2302,9,NA,NA,1,2
2303,15,NA,12,1,1
2304,6,NA,NA,1,2
2305,12,NA,12,1,1
2306,14,NA,NA,1,2
2307,14,NA,NA,1,2
2308,11,NA,10,2,2
2309,16,NA,9,2,1
2310,6,NA,12,1,1
2311,14,NA,11,1,1
2312,16,41,NA,3,1
2313,16,1,NA,1,1
2314,20,NA,NA,1,1
2315,11,NA,NA,1,1
2316,15,NA,NA,1,2
2317,14,NA,11,1,2
2318,16,NA,12,1,1
2319,14,81,12,3,2
2320,12,NA,NA,1,1
2321,14,NA,12,1,2
2322,12,NA,12,1,1
2323,16,50,12,1,1
2324,14,NA,12,2,2
2325,16,NA,1,2,2
2326,19,9,12,1,2
2327,12,NA,NA,1,2
2328,16,NA,NA,1,1
2329,8,NA,NA,2,2
2330,12,NA,NA,1,1
2331,13,NA,NA,1,2
2332,15,36,1,3,2
2333,16,NA,NA,2,1
2334,9,NA,4,3,2
2335,12,NA,12,1,2
2336,17,36,12,1,2
2337,16,9,12,1,1
2338,11,NA,NA,1,1
2339,10,NA,7,3,1
2340,18,9,12,1,1
2341,20,50,12,1,2
2342,16,NA,NA,1,2
2343,14,NA,3,2,1
2344,12,NA,8,1,1
2345,12,NA,12,1,1
2346,11,NA,NA,1,2
2347,20,NA,NA,1,2
2348,18,NA,12,1,1
2349,18,9,12,1,1
2350,14,NA,2,1,2
2351,18,NA,NA,1,1
2352,16,NA,12,1,2
2353,16,NA,11,3,2
2354,19,9,12,1,2
2355,16,14,12,1,1
2356,12,NA,NA,1,2
2357,11,NA,NA,1,1
2358,16,15,12,1,2
2359,16,33,NA,1,2
2360,18,NA,12,1,2
2361,18,NA,12,1,2
2362,16,NA,NA,1,1
2363,13,NA,2,1,2
2364,16,NA,12,1,2
2365,9,NA,NA,1,1
2366,16,NA,NA,1,1
2367,6,NA,NA,3,1
2368,18,9,12,1,2
2369,13,NA,NA,1,2
2370,12,NA,NA,1,2
2371,12,NA,12,1,1
2372,12,NA,NA,2,2
2373,13,NA,12,1,2
2374,10,NA,NA,2,2
2375,13,NA,NA,1,2
2376,14,NA,12,2,1
2377,12,NA,12,1,2
2378,14,NA,9,2,2
2379,12,NA,2,1,2
2380,20,82,9,1,2
2381,4,NA,NA,1,2
2382,15,NA,10,3,1
2383,12,NA,3,1,2
2384,12,NA,NA,1,2
2385,1,NA,12,1,1
2386,6,NA,9,1,2
2387,11,NA,NA,3,1
2388,12,NA,12,3,1
2389,12,NA,7,1,1
2390,12,NA,2,1,1
2391,16,NA,12,1,2
2392,14,29,NA,3,2
2393,14,29,12,1,2
2394,9,NA,12,3,1
2395,11,NA,NA,3,1
2396,13,NA,NA,1,2
2397,12,NA,10,3,1
2398,11,NA,12,1,1
2399,16,NA,10,1,2
2400,12,NA,2,1,1
2401,12,NA,NA,2,1
2402,6,NA,NA,1,1
2403,15,33,NA,2,2
2404,16,NA,12,3,1
2405,6,NA,NA,3,2
2406,13,NA,11,1,2
2407,11,NA,6,1,2
2408,15,NA,NA,1,1
2409,14,NA,NA,2,2
2410,8,NA,6,3,1
2411,15,9,NA,1,2
2412,20,19,12,3,2
2413,12,NA,NA,1,2
2414,16,16,12,1,1
2415,16,62,12,1,2
2416,13,NA,NA,1,1
2417,12,NA,12,3,2
2418,12,NA,NA,1,1
2419,20,NA,6,1,2
2420,12,NA,NA,1,1
2421,14,53,12,1,2
2422,17,NA,12,1,2
2423,12,NA,7,1,1
2424,12,NA,NA,1,1
2425,17,9,NA,1,2
2426,12,NA,11,1,1
2427,20,NA,12,1,2
2428,13,NA,3,1,2
2429,18,36,NA,1,2
2430,16,NA,12,1,2
2431,20,NA,12,1,2
2432,11,NA,NA,3,2
2433,14,NA,7,1,2
2434,16,36,11,1,1
2435,10,NA,NA,1,2
2436,14,NA,NA,1,2
2437,17,81,NA,1,2
2438,16,58,6,1,2
2439,19,NA,NA,1,2
2440,15,NA,12,1,1
2441,16,NA,12,1,2
2442,16,52,4,1,2
2443,17,11,2,1,1
2444,15,NA,NA,3,1
2445,15,NA,NA,3,2
2446,18,NA,12,1,2
2447,15,NA,NA,1,2
2448,15,NA,NA,1,1
2449,17,49,NA,1,2
2450,13,NA,NA,1,1
2451,9,NA,1,1,1
2452,12,NA,7,1,1
2453,15,NA,3,1,1
2454,13,NA,NA,1,1
2455,13,NA,NA,1,1
2456,14,72,12,1,1
2457,10,NA,NA,1,1
2458,14,NA,12,1,2
2459,12,NA,NA,1,2
2460,14,82,NA,1,2
2461,12,NA,12,1,2
2462,14,NA,10,1,2
2463,19,42,12,1,2
2464,13,NA,NA,1,2
2465,11,NA,9,1,1
2466,12,NA,NA,1,1
2467,20,40,12,1,2
2468,15,NA,NA,1,2
2469,16,52,NA,1,1
2470,12,NA,NA,1,2
2471,7,NA,NA,3,2
2472,16,NA,12,1,1
2473,12,NA,11,1,1
2474,14,NA,NA,1,1
2475,14,NA,NA,2,1
2476,14,NA,11,1,1
2477,16,8,12,1,2
2478,20,14,NA,1,1
2479,12,NA,12,1,1
2480,3,NA,10,1,2
2481,15,NA,NA,1,1
2482,12,NA,NA,1,2
2483,14,NA,NA,3,1
2484,14,NA,NA,1,1
2485,12,NA,NA,1,1
2486,12,NA,12,1,2
2487,12,NA,11,1,2
2488,10,NA,NA,1,1
2489,14,NA,9,1,2
2490,19,NA,12,1,1
2491,14,NA,9,1,1
2492,10,NA,NA,1,1
2493,20,NA,NA,1,2
2494,13,NA,NA,1,2
2495,12,NA,12,1,1
2496,13,NA,12,1,2
2497,6,NA,NA,1,2
2498,13,NA,NA,3,2
2499,12,NA,12,1,1
2500,14,NA,10,1,2
2501,15,NA,9,1,2
2502,20,NA,12,2,2
2503,9,NA,NA,3,1
2504,10,NA,9,1,2
2505,12,NA,9,1,2
2506,12,NA,NA,1,2
2507,11,NA,NA,1,1
2508,12,NA,12,1,1
2509,13,NA,10,1,2
2510,11,NA,NA,1,2
2511,12,NA,NA,1,2
2512,13,NA,8,1,2
2513,14,NA,12,1,2
2514,14,NA,12,1,1
2515,14,NA,11,1,1
2516,8,NA,NA,1,2
2517,14,NA,NA,1,1
2518,12,NA,9,1,1
2519,17,NA,12,1,2
2520,14,31,12,1,2
2521,12,NA,NA,1,2
2522,12,NA,NA,1,2
2523,14,9,NA,1,1
2524,14,NA,12,1,2
2525,14,NA,NA,1,2
2526,13,NA,12,1,2
2527,13,NA,12,2,1
2528,13,NA,12,1,1
2529,10,NA,NA,1,2
2530,12,NA,10,1,2
2531,14,NA,NA,1,2
2532,17,80,12,1,1
2533,2,NA,NA,3,1
2534,12,NA,12,1,2
2535,15,14,12,1,2
2536,12,NA,12,1,2
2537,8,NA,12,1,1
2538,13,NA,12,1,2
2539,14,NA,12,1,2
2540,17,NA,12,1,2
2541,12,NA,NA,1,1
2542,12,NA,12,1,1
2543,17,16,12,3,2
2544,11,NA,NA,1,2
2545,15,NA,12,1,1
2546,15,NA,12,1,1
2547,10,NA,12,1,1
2548,14,9,NA,1,2
2549,11,NA,2,3,1
2550,11,NA,NA,1,2
2551,15,NA,NA,1,1
2552,12,NA,12,1,1
2553,12,NA,NA,1,2
2554,20,NA,12,1,2
2555,16,NA,NA,1,2
2556,16,18,12,1,1
2557,12,NA,9,1,2
2558,14,NA,12,1,1
2559,15,9,NA,2,1
2560,6,NA,11,3,1
2561,14,NA,12,1,2
2562,16,NA,12,1,1
2563,14,9,12,1,1
2564,14,NA,12,1,1
2565,12,NA,NA,1,2
2566,15,NA,NA,1,1
2567,12,NA,12,1,2
2568,16,NA,12,1,1
2569,15,34,12,1,2
2570,14,NA,12,3,1
2571,18,NA,12,2,2
2572,18,9,12,1,1
2573,15,NA,12,1,2
2574,13,NA,NA,1,2
2575,10,NA,NA,1,2
2576,12,NA,1,1,2
2577,13,NA,NA,1,1
2578,13,NA,12,2,1
2579,18,NA,12,3,2
2580,14,NA,11,1,2
2581,7,NA,NA,1,1
2582,4,NA,NA,3,2
2583,12,NA,12,2,2
2584,10,NA,2,1,2
2585,14,NA,12,2,1
2586,9,NA,NA,1,2
2587,14,NA,10,1,1
2588,9,NA,NA,2,2
2589,14,NA,12,1,2
2590,14,NA,10,2,2
2591,14,NA,3,2,2
2592,14,NA,12,2,1
2593,12,NA,10,1,1
2594,12,NA,NA,1,1
2595,12,NA,12,2,2
2596,13,NA,12,1,1
2597,12,NA,NA,1,2
2598,16,19,NA,1,2
2599,16,NA,NA,1,1
2600,17,35,NA,1,2
2601,20,NA,NA,1,2
2602,12,NA,NA,3,2
2603,12,NA,5,1,1
2604,14,NA,NA,1,2
2605,13,NA,NA,1,2
2606,12,NA,NA,1,1
2607,16,18,NA,1,1
2608,12,NA,NA,1,2
2609,14,NA,12,1,1
2610,11,NA,NA,1,2
2611,17,NA,NA,1,1
2612,19,NA,11,1,1
2613,20,NA,NA,3,2
2614,13,NA,8,2,1
2615,16,NA,12,1,1
2616,12,NA,10,1,1
2617,12,NA,NA,1,1
2618,12,NA,NA,1,2
2619,14,NA,NA,1,2
2620,10,NA,NA,1,2
2621,14,NA,NA,1,2
2622,16,9,NA,1,2
2623,12,NA,NA,1,1
2624,12,NA,NA,1,1
2625,16,NA,12,1,1
2626,14,19,12,1,2
2627,14,9,5,1,2
2628,18,18,12,1,1
2629,9,NA,NA,1,2
2630,18,9,11,1,2
2631,20,NA,NA,3,2
2632,16,18,12,3,1
2633,17,9,10,2,1
2634,16,NA,12,1,1
2635,12,NA,9,1,2
2636,12,NA,8,3,1
2637,14,9,NA,1,2
2638,14,NA,12,1,1
2639,12,NA,12,1,2
2640,14,NA,12,1,1
2641,12,NA,NA,1,2
2642,16,NA,12,1,2
2643,12,NA,12,2,2
2644,9,NA,NA,1,2
2645,12,NA,12,1,2
2646,11,NA,8,1,2
2647,12,NA,NA,1,2
2648,14,42,NA,1,2
2649,12,NA,11,1,1
2650,12,NA,NA,1,1
2651,12,NA,4,1,2
2652,12,NA,12,1,2
2653,12,NA,NA,1,2
2654,14,NA,NA,1,1
2655,18,36,NA,1,2
2656,13,NA,12,1,1
2657,12,NA,NA,3,1
2658,10,NA,NA,1,2
2659,14,9,NA,1,2
2660,16,9,NA,1,2
2661,12,NA,NA,1,1
2662,10,NA,NA,3,2
2663,12,NA,NA,1,1
2664,12,NA,11,1,2
2665,12,NA,NA,1,2
2666,13,NA,NA,3,2
2667,17,16,12,1,2
2668,10,NA,2,3,2
2669,20,82,12,3,2
2670,12,NA,12,1,1
2671,14,NA,12,1,2
2672,20,NA,12,1,1
2673,11,NA,NA,3,2
2674,11,NA,NA,3,2
2675,19,NA,12,3,2
2676,8,NA,NA,3,2
2677,12,NA,12,1,1
2678,12,NA,12,1,2
2679,16,59,12,1,1
2680,8,NA,NA,1,2
2681,12,NA,NA,1,2
2682,12,NA,12,1,1
2683,10,NA,NA,1,1
2684,12,NA,12,1,2
2685,13,NA,11,1,2
2686,14,39,12,1,2
2687,12,NA,NA,1,1
2688,13,NA,12,1,2
2689,10,NA,NA,1,1
2690,10,NA,NA,1,1
2691,12,NA,12,1,2
2692,9,NA,NA,3,1
2693,12,NA,11,1,1
2694,16,NA,12,1,2
2695,20,NA,NA,1,1
2696,16,18,12,1,1
2697,18,NA,NA,1,1
2698,20,16,12,1,2
2699,18,16,NA,1,2
2700,16,NA,10,1,1
2701,10,NA,12,1,2
2702,16,NA,NA,1,1
2703,10,NA,NA,1,2
2704,14,NA,NA,1,2
2705,7,NA,NA,1,1
2706,16,9,12,1,2
2707,13,NA,12,3,2
2708,17,42,NA,1,2
2709,16,NA,12,1,1
2710,15,NA,NA,3,2
2711,16,NA,12,1,2
2712,12,NA,12,1,2
2713,12,NA,NA,1,2
2714,13,NA,12,2,1
2715,17,NA,12,1,1
2716,12,NA,11,1,2
2717,20,16,12,1,2
2718,18,NA,NA,1,2
2719,10,NA,2,1,1
2720,18,52,NA,1,2
2721,20,NA,12,1,2
2722,10,NA,9,1,1
2723,12,NA,NA,1,2
2724,16,9,12,1,2
2725,12,NA,NA,1,1
2726,12,NA,4,1,1
2727,11,NA,NA,1,1
2728,18,24,12,1,1
2729,13,NA,NA,1,2
2730,15,NA,9,1,2
2731,16,18,12,1,1
2732,12,NA,9,1,2
2733,9,NA,NA,1,2
2734,12,NA,12,1,1
2735,14,NA,11,1,2
2736,15,55,12,1,2
2737,12,NA,12,1,1
2738,12,NA,NA,1,1
2739,15,NA,12,1,1
2740,18,45,12,1,2
2741,15,NA,11,1,2
2742,12,NA,NA,1,2
2743,12,NA,NA,1,2
2744,13,NA,NA,1,2
2745,15,NA,12,1,2
2746,10,NA,7,1,1
2747,12,NA,NA,1,1
2748,10,NA,NA,1,2
2749,12,NA,NA,1,1
2750,9,NA,8,1,2
2751,12,NA,11,1,2
2752,9,NA,NA,1,1
2753,12,NA,9,1,1
2754,15,36,12,1,2
2755,12,NA,8,1,2
2756,12,NA,12,1,1
2757,13,NA,NA,1,1
2758,12,NA,12,1,2
2759,8,NA,NA,1,2
2760,8,NA,NA,1,2
2761,15,NA,NA,2,2
2762,8,NA,12,1,1
2763,11,NA,1,1,1
2764,12,NA,12,1,1
2765,12,NA,NA,1,2
2766,14,NA,NA,1,1
2767,9,NA,3,1,2
2768,11,NA,NA,1,2
2769,12,NA,NA,1,1
2770,12,NA,12,2,2
2771,12,NA,11,1,2
2772,12,NA,NA,3,2
2773,9,NA,NA,1,1
2774,12,NA,NA,2,2
2775,12,NA,12,1,2
2776,14,NA,12,1,1
2777,19,9,12,2,2
2778,11,NA,NA,2,2
2779,13,NA,NA,1,2
2780,12,NA,NA,2,1
2781,11,NA,9,2,1
2782,12,NA,NA,1,1
2783,12,NA,NA,1,2
2784,12,NA,NA,2,2
2785,11,NA,NA,2,2
2786,12,NA,12,1,2
2787,10,NA,12,2,2
2788,11,NA,8,2,2
2789,11,NA,5,2,2
2790,12,NA,NA,2,1
2791,12,NA,NA,2,2
2792,12,NA,NA,1,2
2793,12,NA,NA,1,2
2794,14,NA,NA,1,1
2795,10,NA,NA,1,2
2796,16,NA,NA,1,1
2797,12,NA,9,1,2
2798,10,NA,NA,2,1
2799,14,NA,NA,1,1
2800,12,NA,NA,1,2
2801,6,NA,NA,3,1
2802,12,NA,NA,1,2
2803,NA,NA,7,2,2
2804,12,NA,NA,1,2
2805,12,NA,1,2,2
2806,12,NA,9,2,2
2807,13,NA,NA,2,2
2808,8,NA,NA,1,1
2809,12,NA,9,2,2
2810,12,NA,12,2,1
2811,12,NA,NA,2,2
2812,16,36,NA,2,2
2813,12,NA,NA,1,1
2814,18,NA,12,1,2
2815,12,NA,NA,1,2
2816,19,NA,NA,1,1
2817,18,NA,10,1,2
2818,16,18,12,1,1
2819,13,NA,12,1,1
2820,15,NA,NA,1,2
2821,12,NA,11,1,1
2822,9,NA,NA,1,2
2823,10,NA,NA,1,2
2824,12,NA,NA,1,2
2825,12,NA,NA,1,2
2826,12,NA,NA,1,2
2827,12,NA,9,1,1
2828,20,14,NA,1,2
2829,12,NA,NA,1,2
2830,16,NA,12,1,1
2831,16,16,NA,1,2
2832,12,NA,12,1,2
2833,18,NA,12,1,2
2834,8,NA,NA,1,1
2835,18,16,NA,1,2
2836,14,NA,11,1,2
2837,16,22,12,1,1
2838,11,NA,12,1,1
2839,16,9,12,1,2
2840,16,NA,12,1,1
2841,16,36,NA,1,2
2842,18,NA,12,1,2
2843,14,NA,9,1,1
2844,14,30,NA,1,1
2845,14,NA,11,1,2
2846,12,NA,11,1,2
2847,7,NA,8,1,1
2848,14,NA,12,1,2
2849,17,NA,NA,1,2
2850,12,NA,11,1,2
2851,14,3,NA,1,1
2852,12,NA,12,1,1
2853,12,NA,12,1,2
2854,16,59,3,1,1
2855,11,NA,NA,1,1
2856,15,NA,2,1,1
2857,15,36,12,1,2
2858,12,NA,8,1,2
2859,15,55,12,1,2
2860,12,NA,NA,1,1
2861,13,NA,NA,1,2
2862,12,NA,NA,1,2
2863,20,21,12,1,2
2864,15,NA,NA,1,1
2865,14,NA,NA,1,2
2866,14,NA,9,1,2
2867,16,NA,NA,1,1
